date,outlet,day_of_week,month,is_weekend,is_holiday,is_summer,is_monsoon,temperature,menu_item,units_sold
2021-01-01,Hebbal,Friday,1,0,0,0,0,19.9,Butter Chicken,73
2021-01-01,HSR Layout,Friday,1,0,0,0,0,20.9,Biryani,116
2021-01-01,Rajajinagar,Friday,1,0,0,0,0,20.8,Paneer Tikka,54
2021-01-01,Indiranagar,Friday,1,0,0,0,0,21.5,Gulab Jamun,36
2021-01-01,Hebbal,Friday,1,0,0,0,0,20.6,Cold Coffee,46
2021-01-01,Koramangala,Friday,1,0,0,0,0,22.1,Gulab Jamun,34
2021-01-01,Marathahalli,Friday,1,0,0,0,0,20.6,Veg Thali,101
2021-01-01,HSR Layout,Friday,1,0,0,0,0,19.0,Gulab Jamun,25
2021-01-01,Electronic City,Friday,1,0,0,0,0,20.3,Paneer Tikka,55
2021-01-01,Koramangala,Friday,1,0,0,0,0,21.1,Chicken Burger,77
2021-01-01,Whitefield,Friday,1,0,0,0,0,22.0,Paneer Tikka,56
2021-01-01,Jayanagar,Friday,1,0,0,0,0,20.8,Gulab Jamun,29
2021-01-01,Banashankari,Friday,1,0,0,0,0,20.5,Butter Chicken,66
2021-01-01,MG Road,Friday,1,0,0,0,0,22.4,Biryani,132
2021-01-01,Yelahanka,Friday,1,0,0,0,0,21.1,Butter Chicken,67
2021-01-01,HSR Layout,Friday,1,0,0,0,0,20.8,Chicken Burger,65
2021-01-01,Hebbal,Friday,1,0,0,0,0,21.7,Biryani,111
2021-01-01,MG Road,Friday,1,0,0,0,0,20.8,Butter Chicken,118
2021-01-01,Banashankari,Friday,1,0,0,0,0,20.9,Biryani,87
2021-01-01,Jayanagar,Friday,1,0,0,0,0,21.0,Masala Dosa,65
2021-01-01,Rajajinagar,Friday,1,0,0,0,0,22.7,Veg Thali,93
2021-01-01,Banashankari,Friday,1,0,0,0,0,23.2,Chicken Burger,48
2021-01-01,MG Road,Friday,1,0,0,0,0,18.9,Veg Thali,147
2021-01-01,Whitefield,Friday,1,0,0,0,0,19.2,Veg Thali,76
2021-01-01,Marathahalli,Friday,1,0,0,0,0,20.1,Masala Dosa,69
2021-01-01,HSR Layout,Friday,1,0,0,0,0,21.0,Paneer Tikka,60
2021-01-01,Yelahanka,Friday,1,0,0,0,0,21.6,Masala Dosa,58
2021-01-01,Whitefield,Friday,1,0,0,0,0,22.0,Paneer Tikka,56
2021-01-01,Banashankari,Friday,1,0,0,0,0,22.7,Paneer Tikka,59
2021-01-01,HSR Layout,Friday,1,0,0,0,0,19.3,Butter Chicken,83
2021-01-01,MG Road,Friday,1,0,0,0,0,21.1,Gulab Jamun,368
2021-01-01,Whitefield,Friday,1,0,0,0,0,22.7,Cold Coffee,34
2021-01-01,Jayanagar,Friday,1,0,0,0,0,21.2,Chicken Burger,56
2021-01-01,MG Road,Friday,1,0,0,0,0,20.2,Paneer Tikka,70
2021-01-01,Marathahalli,Friday,1,0,0,0,0,22.1,Biryani,107
2021-01-01,Banashankari,Friday,1,0,0,0,0,22.5,Gulab Jamun,28
2021-01-01,MG Road,Friday,1,0,0,0,0,20.2,Cold Coffee,64
2021-01-01,Indiranagar,Friday,1,0,0,0,0,21.4,Biryani,137
2021-01-01,Indiranagar,Friday,1,0,0,0,0,21.2,Cold Coffee,56
2021-01-01,Electronic City,Friday,1,0,0,0,0,18.9,Veg Thali,75
2021-01-01,Marathahalli,Friday,1,0,0,0,0,21.5,Gulab Jamun,35
2021-01-01,Yelahanka,Friday,1,0,0,0,0,22.5,Biryani,84
2021-01-02,Marathahalli,Saturday,1,1,0,0,0,21.7,Biryani,167
2021-01-02,Banashankari,Saturday,1,1,0,0,0,21.5,Paneer Tikka,73
2021-01-02,Rajajinagar,Saturday,1,1,0,0,0,22.5,Chicken Burger,83
2021-01-02,Marathahalli,Saturday,1,1,0,0,0,21.4,Veg Thali,105
2021-01-02,Jayanagar,Saturday,1,1,0,0,0,18.6,Veg Thali,104
2021-01-02,Jayanagar,Saturday,1,1,0,0,0,18.2,Paneer Tikka,76
2021-01-02,Rajajinagar,Saturday,1,1,0,0,0,22.3,Cold Coffee,343
2021-01-02,Whitefield,Saturday,1,1,0,0,0,18.0,Butter Chicken,100
2021-01-02,Jayanagar,Saturday,1,1,0,0,0,18.2,Cold Coffee,43
2021-01-02,HSR Layout,Saturday,1,1,0,0,0,18.6,Butter Chicken,100
2021-01-02,Marathahalli,Saturday,1,1,0,0,0,22.6,Masala Dosa,75
2021-01-02,Yelahanka,Saturday,1,1,0,0,0,19.6,Gulab Jamun,30
2021-01-02,Hebbal,Saturday,1,1,0,0,0,22.5,Chicken Burger,80
2021-01-02,MG Road,Saturday,1,1,0,0,0,19.3,Veg Thali,150
2021-01-02,HSR Layout,Saturday,1,1,0,0,0,17.6,Gulab Jamun,35
2021-01-02,Electronic City,Saturday,1,1,0,0,0,20.5,Cold Coffee,43
2021-01-02,HSR Layout,Saturday,1,1,0,0,0,21.9,Biryani,159
2021-01-02,Whitefield,Saturday,1,1,0,0,0,21.1,Chicken Burger,82
2021-01-02,Koramangala,Saturday,1,1,0,0,0,23.4,Chicken Burger,100
2021-01-02,Hebbal,Saturday,1,1,0,0,0,21.9,Paneer Tikka,97
2021-01-02,Hebbal,Saturday,1,1,0,0,0,24.5,Gulab Jamun,32
2021-01-02,Marathahalli,Saturday,1,1,0,0,0,22.4,Cold Coffee,56
2021-01-02,MG Road,Saturday,1,1,0,0,0,22.3,Biryani,235
2021-01-02,Indiranagar,Saturday,1,1,0,0,0,22.3,Cold Coffee,53
2021-01-02,Yelahanka,Saturday,1,1,0,0,0,21.0,Cold Coffee,43
2021-01-02,Koramangala,Saturday,1,1,0,0,0,21.6,Masala Dosa,95
2021-01-02,Rajajinagar,Saturday,1,1,0,0,0,19.4,Biryani,124
2021-01-02,Rajajinagar,Saturday,1,1,0,0,0,22.5,Chicken Burger,83
2021-01-02,Whitefield,Saturday,1,1,0,0,0,22.1,Veg Thali,119
2021-01-02,Yelahanka,Saturday,1,1,0,0,0,21.1,Chicken Burger,63
2021-01-02,Jayanagar,Saturday,1,1,0,0,0,22.2,Butter Chicken,77
2021-01-02,Rajajinagar,Saturday,1,1,0,0,0,20.4,Gulab Jamun,32
2021-01-02,Marathahalli,Saturday,1,1,0,0,0,21.1,Chicken Burger,74
2021-01-02,HSR Layout,Saturday,1,1,0,0,0,22.2,Cold Coffee,55
2021-01-02,Rajajinagar,Saturday,1,1,0,0,0,22.3,Paneer Tikka,74
2021-01-02,Whitefield,Saturday,1,1,0,0,0,19.6,Biryani,147
2021-01-02,Electronic City,Saturday,1,1,0,0,0,19.8,Gulab Jamun,31
2021-01-02,MG Road,Saturday,1,1,0,0,0,23.1,Paneer Tikka,134
2021-01-02,Banashankari,Saturday,1,1,0,0,0,22.3,Gulab Jamun,25
2021-01-02,Rajajinagar,Saturday,1,1,0,0,0,25.5,Veg Thali,83
2021-01-02,Marathahalli,Saturday,1,1,0,0,0,20.9,Paneer Tikka,98
2021-01-02,HSR Layout,Saturday,1,1,0,0,0,20.8,Veg Thali,125
2021-01-02,Jayanagar,Saturday,1,1,0,0,0,18.2,Cold Coffee,43
2021-01-02,Banashankari,Saturday,1,1,0,0,0,21.4,Butter Chicken,107
2021-01-02,Jayanagar,Saturday,1,1,0,0,0,20.7,Gulab Jamun,40
2021-01-02,Rajajinagar,Saturday,1,1,0,0,0,21.0,Butter Chicken,81
2021-01-02,Hebbal,Saturday,1,1,0,0,0,20.0,Masala Dosa,91
2021-01-03,Electronic City,Sunday,1,1,0,0,0,24.8,Biryani,114
2021-01-03,MG Road,Sunday,1,1,0,0,0,18.6,Butter Chicken,133
2021-01-03,Marathahalli,Sunday,1,1,0,0,0,19.2,Chicken Burger,75
2021-01-03,Jayanagar,Sunday,1,1,0,0,0,21.1,Chicken Burger,66
2021-01-03,Indiranagar,Sunday,1,1,0,0,0,20.5,Gulab Jamun,35
2021-01-03,Jayanagar,Sunday,1,1,0,0,0,19.9,Paneer Tikka,85
2021-01-03,Jayanagar,Sunday,1,1,0,0,0,19.9,Butter Chicken,88
2021-01-03,MG Road,Sunday,1,1,0,0,0,19.8,Chicken Burger,98
2021-01-03,Whitefield,Sunday,1,1,0,0,0,23.3,Veg Thali,106
2021-01-03,MG Road,Sunday,1,1,0,0,0,21.3,Paneer Tikka,94
2021-01-03,Banashankari,Sunday,1,1,0,0,0,22.5,Biryani,125
2021-01-03,Jayanagar,Sunday,1,1,0,0,0,17.6,Masala Dosa,74
2021-01-03,Banashankari,Sunday,1,1,0,0,0,18.5,Chicken Burger,70
2021-01-03,Banashankari,Sunday,1,1,0,0,0,20.8,Cold Coffee,34
2021-01-03,HSR Layout,Sunday,1,1,0,0,0,21.9,Biryani,147
2021-01-03,Rajajinagar,Sunday,1,1,0,0,0,19.7,Gulab Jamun,33
2021-01-03,MG Road,Sunday,1,1,0,0,0,24.4,Biryani,216
2021-01-03,Jayanagar,Sunday,1,1,0,0,0,22.2,Veg Thali,100
2021-01-03,Banashankari,Sunday,1,1,0,0,0,20.4,Gulab Jamun,35
2021-01-03,Rajajinagar,Sunday,1,1,0,0,0,24.9,Veg Thali,113
2021-01-03,MG Road,Sunday,1,1,0,0,0,19.1,Veg Thali,183
2021-01-03,Yelahanka,Sunday,1,1,0,0,0,21.0,Paneer Tikka,65
2021-01-03,Banashankari,Sunday,1,1,0,0,0,21.6,Masala Dosa,75
2021-01-03,Rajajinagar,Sunday,1,1,0,0,0,19.8,Masala Dosa,85
2021-01-03,Indiranagar,Sunday,1,1,0,0,0,20.7,Biryani,168
2021-01-03,Rajajinagar,Sunday,1,1,0,0,0,22.2,Paneer Tikka,89
2021-01-03,HSR Layout,Sunday,1,1,0,0,0,19.1,Chicken Burger,72
2021-01-03,Electronic City,Sunday,1,1,0,0,0,18.8,Cold Coffee,45
2021-01-03,Koramangala,Sunday,1,1,0,0,0,21.7,Veg Thali,153
2021-01-03,Marathahalli,Sunday,1,1,0,0,0,22.1,Gulab Jamun,39
2021-01-03,Koramangala,Sunday,1,1,0,0,0,21.2,Cold Coffee,73
2021-01-03,Koramangala,Sunday,1,1,0,0,0,24.6,Biryani,166
2021-01-03,Whitefield,Sunday,1,1,0,0,0,22.6,Gulab Jamun,33
2021-01-03,Banashankari,Sunday,1,1,0,0,0,19.2,Paneer Tikka,79
2021-01-03,Koramangala,Sunday,1,1,0,0,0,21.3,Butter Chicken,116
2021-01-03,Yelahanka,Sunday,1,1,0,0,0,20.5,Biryani,117
2021-01-03,Hebbal,Sunday,1,1,0,0,0,22.5,Biryani,133
2021-01-03,Hebbal,Sunday,1,1,0,0,0,21.0,Paneer Tikka,74
2021-01-03,Electronic City,Sunday,1,1,0,0,0,20.7,Paneer Tikka,63
2021-01-03,Rajajinagar,Sunday,1,1,0,0,0,21.1,Chicken Burger,82
2021-01-03,Marathahalli,Sunday,1,1,0,0,0,21.1,Paneer Tikka,85
2021-01-03,Yelahanka,Sunday,1,1,0,0,0,21.2,Masala Dosa,74
2021-01-03,Electronic City,Sunday,1,1,0,0,0,22.0,Masala Dosa,62
2021-01-03,Yelahanka,Sunday,1,1,0,0,0,18.9,Veg Thali,84
2021-01-03,Rajajinagar,Sunday,1,1,0,0,0,21.4,Cold Coffee,48
2021-01-03,Whitefield,Sunday,1,1,0,0,0,21.9,Butter Chicken,92
2021-01-03,Yelahanka,Sunday,1,1,0,0,0,19.7,Cold Coffee,47
2021-01-03,Marathahalli,Sunday,1,1,0,0,0,24.1,Masala Dosa,88
2021-01-03,Koramangala,Sunday,1,1,0,0,0,22.1,Gulab Jamun,44
2021-01-03,Whitefield,Sunday,1,1,0,0,0,19.2,Cold Coffee,50
2021-01-03,Rajajinagar,Sunday,1,1,0,0,0,21.1,Butter Chicken,104
2021-01-03,MG Road,Sunday,1,1,0,0,0,24.2,Gulab Jamun,56
2021-01-03,Banashankari,Sunday,1,1,0,0,0,20.8,Cold Coffee,34
2021-01-03,Banashankari,Sunday,1,1,0,0,0,22.2,Butter Chicken,100
2021-01-03,Koramangala,Sunday,1,1,0,0,0,22.8,Masala Dosa,110
2021-01-04,Indiranagar,Monday,1,0,0,0,0,22.3,Veg Thali,117
2021-01-04,Indiranagar,Monday,1,0,0,0,0,23.0,Gulab Jamun,32
2021-01-04,Banashankari,Monday,1,0,0,0,0,21.4,Gulab Jamun,24
2021-01-04,Indiranagar,Monday,1,0,0,0,0,20.6,Masala Dosa,68
2021-01-04,Yelahanka,Monday,1,0,0,0,0,19.7,Masala Dosa,61
2021-01-04,Yelahanka,Monday,1,0,0,0,0,20.3,Butter Chicken,75
2021-01-04,MG Road,Monday,1,0,0,0,0,19.8,Masala Dosa,120
2021-01-04,Jayanagar,Monday,1,0,0,0,0,21.6,Chicken Burger,40
2021-01-04,Rajajinagar,Monday,1,0,0,0,0,19.3,Butter Chicken,69
2021-01-04,Rajajinagar,Monday,1,0,0,0,0,18.3,Cold Coffee,37
2021-01-04,Indiranagar,Monday,1,0,0,0,0,21.6,Cold Coffee,39
2021-01-04,Whitefield,Monday,1,0,0,0,0,20.7,Veg Thali,93
2021-01-04,Marathahalli,Monday,1,0,0,0,0,21.3,Chicken Burger,54
2021-01-04,Marathahalli,Monday,1,0,0,0,0,20.9,Veg Thali,85
2021-01-04,Koramangala,Monday,1,0,0,0,0,22.0,Masala Dosa,88
2021-01-04,Whitefield,Monday,1,0,0,0,0,20.7,Chicken Burger,54
2021-01-04,HSR Layout,Monday,1,0,0,0,0,23.4,Chicken Burger,58
2021-01-04,Yelahanka,Monday,1,0,0,0,0,18.5,Gulab Jamun,30
2021-01-04,Marathahalli,Monday,1,0,0,0,0,23.7,Masala Dosa,78
2021-01-04,Hebbal,Monday,1,0,0,0,0,22.1,Butter Chicken,94
2021-01-04,Whitefield,Monday,1,0,0,0,0,21.2,Masala Dosa,65
2021-01-04,Jayanagar,Monday,1,0,0,0,0,19.0,Biryani,89
2021-01-04,Koramangala,Monday,1,0,0,0,0,20.3,Butter Chicken,83
2021-01-04,Electronic City,Monday,1,0,0,0,0,21.3,Biryani,88
2021-01-04,Koramangala,Monday,1,0,0,0,0,20.3,Biryani,124
2021-01-04,Rajajinagar,Monday,1,0,0,0,0,21.1,Masala Dosa,72
2021-01-04,Jayanagar,Monday,1,0,0,0,0,20.6,Veg Thali,80
2021-01-04,Jayanagar,Monday,1,0,0,0,0,21.0,Paneer Tikka,65
2021-01-04,Jayanagar,Monday,1,0,0,0,0,19.7,Cold Coffee,38
2021-01-04,MG Road,Monday,1,0,0,0,0,22.2,Paneer Tikka,75
2021-01-04,Marathahalli,Monday,1,0,0,0,0,23.6,Butter Chicken,80
2021-01-04,HSR Layout,Monday,1,0,0,0,0,22.8,Paneer Tikka,58
2021-01-04,Marathahalli,Monday,1,0,0,0,0,21.1,Cold Coffee,46
2021-01-04,HSR Layout,Monday,1,0,0,0,0,20.8,Biryani,114
2021-01-04,Whitefield,Monday,1,0,0,0,0,21.7,Gulab Jamun,1
2021-01-04,HSR Layout,Monday,1,0,0,0,0,21.9,Gulab Jamun,27
2021-01-04,Electronic City,Monday,1,0,0,0,0,20.9,Masala Dosa,62
2021-01-04,Koramangala,Monday,1,0,0,0,0,18.8,Veg Thali,109
2021-01-04,Koramangala,Monday,1,0,0,0,0,20.1,Chicken Burger,59
2021-01-04,Yelahanka,Monday,1,0,0,0,0,19.8,Chicken Burger,50
2021-01-04,Jayanagar,Monday,1,0,0,0,0,22.4,Masala Dosa,61
2021-01-04,Hebbal,Monday,1,0,0,0,0,20.7,Chicken Burger,50
2021-01-04,Jayanagar,Monday,1,0,0,0,0,22.5,Butter Chicken,71
2021-01-04,Yelahanka,Monday,1,0,0,0,0,21.1,Paneer Tikka,50
2021-01-04,Indiranagar,Monday,1,0,0,0,0,20.1,Chicken Burger,64
2021-01-04,Indiranagar,Monday,1,0,0,0,0,20.6,Biryani,93
2021-01-04,Hebbal,Monday,1,0,0,0,0,20.5,Veg Thali,1
2021-01-04,MG Road,Monday,1,0,0,0,0,21.1,Cold Coffee,58
2021-01-04,MG Road,Monday,1,0,0,0,0,22.0,Veg Thali,125
2021-01-04,Whitefield,Monday,1,0,0,0,0,23.3,Cold Coffee,35
2021-01-04,Whitefield,Monday,1,0,0,0,0,20.2,Butter Chicken,65
2021-01-05,Banashankari,Tuesday,1,0,0,0,0,20.2,Masala Dosa,61
2021-01-05,MG Road,Tuesday,1,0,0,0,0,22.4,Paneer Tikka,84
2021-01-05,Hebbal,Tuesday,1,0,0,0,0,21.9,Veg Thali,81
2021-01-05,Jayanagar,Tuesday,1,0,0,0,0,23.0,Biryani,90
2021-01-05,Indiranagar,Tuesday,1,0,0,0,0,21.4,Veg Thali,95
2021-01-05,Marathahalli,Tuesday,1,0,0,0,0,19.5,Cold Coffee,44
2021-01-05,Marathahalli,Tuesday,1,0,0,0,0,23.0,Butter Chicken,85
2021-01-05,Electronic City,Tuesday,1,0,0,0,0,18.9,Gulab Jamun,23
2021-01-05,Yelahanka,Tuesday,1,0,0,0,0,20.1,Gulab Jamun,23
2021-01-05,MG Road,Tuesday,1,0,0,0,0,22.9,Gulab Jamun,35
2021-01-05,Whitefield,Tuesday,1,0,0,0,0,17.8,Cold Coffee,39
2021-01-05,Electronic City,Tuesday,1,0,0,0,0,19.5,Paneer Tikka,55
2021-01-05,Banashankari,Tuesday,1,0,0,0,0,18.6,Biryani,84
2021-01-05,Marathahalli,Tuesday,1,0,0,0,0,20.0,Gulab Jamun,30
2021-01-05,Electronic City,Tuesday,1,0,0,0,0,21.5,Masala Dosa,63
2021-01-05,Jayanagar,Tuesday,1,0,0,0,0,23.0,Masala Dosa,65
2021-01-05,MG Road,Tuesday,1,0,0,0,0,17.6,Chicken Burger,75
2021-01-05,Koramangala,Tuesday,1,0,0,0,0,22.6,Masala Dosa,81
2021-01-05,Whitefield,Tuesday,1,0,0,0,0,19.7,Paneer Tikka,57
2021-01-05,Indiranagar,Tuesday,1,0,0,0,0,22.2,Paneer Tikka,63
2021-01-05,Electronic City,Tuesday,1,0,0,0,0,19.5,Paneer Tikka,55
2021-01-05,Rajajinagar,Tuesday,1,0,0,0,0,21.8,Masala Dosa,75
2021-01-05,Koramangala,Tuesday,1,0,0,0,0,21.0,Chicken Burger,68
2021-01-05,HSR Layout,Tuesday,1,0,0,0,0,20.3,Masala Dosa,65
2021-01-05,Koramangala,Tuesday,1,0,0,0,0,21.4,Butter Chicken,77
2021-01-05,MG Road,Tuesday,1,0,0,0,0,23.2,Veg Thali,126
2021-01-05,Banashankari,Tuesday,1,0,0,0,0,23.9,Cold Coffee,31
2021-01-05,Hebbal,Tuesday,1,0,0,0,0,19.1,Paneer Tikka,53
2021-01-05,Yelahanka,Tuesday,1,0,0,0,0,20.6,Chicken Burger,40
2021-01-05,MG Road,Tuesday,1,0,0,0,0,21.3,Cold Coffee,59
2021-01-05,MG Road,Tuesday,1,0,0,0,0,21.1,Biryani,168
2021-01-05,Indiranagar,Tuesday,1,0,0,0,0,22.2,Chicken Burger,60
2021-01-05,Marathahalli,Tuesday,1,0,0,0,0,20.9,Paneer Tikka,73
2021-01-05,Whitefield,Tuesday,1,0,0,0,0,19.7,Paneer Tikka,57
2021-01-05,Koramangala,Tuesday,1,0,0,0,0,21.6,Biryani,127
2021-01-05,Jayanagar,Tuesday,1,0,0,0,0,20.9,Chicken Burger,300
2021-01-05,Banashankari,Tuesday,1,0,0,0,0,19.7,Veg Thali,98
2021-01-05,Electronic City,Tuesday,1,0,0,0,0,21.1,Chicken Burger,42
2021-01-05,MG Road,Tuesday,1,0,0,0,0,21.7,Masala Dosa,111
2021-01-05,Yelahanka,Tuesday,1,0,0,0,0,17.8,Veg Thali,71
2021-01-05,Banashankari,Tuesday,1,0,0,0,0,20.1,Butter Chicken,54
2021-01-05,Banashankari,Tuesday,1,0,0,0,0,21.7,Gulab Jamun,23
2021-01-05,Marathahalli,Tuesday,1,0,0,0,0,19.3,Biryani,107
2021-01-05,Marathahalli,Tuesday,1,0,0,0,0,19.3,Veg Thali,91
2021-01-05,Banashankari,Tuesday,1,0,0,0,0,21.4,Paneer Tikka,54
2021-01-05,Yelahanka,Tuesday,1,0,0,0,0,20.0,Masala Dosa,60
2021-01-05,Rajajinagar,Tuesday,1,0,0,0,0,22.0,Gulab Jamun,30
2021-01-05,Rajajinagar,Tuesday,1,0,0,0,0,20.1,Cold Coffee,43
2021-01-06,MG Road,Wednesday,1,0,0,0,0,19.1,Cold Coffee,49
2021-01-06,Marathahalli,Wednesday,1,0,0,0,0,20.2,Chicken Burger,66
2021-01-06,Banashankari,Wednesday,1,0,0,0,0,19.9,Butter Chicken,67
2021-01-06,Whitefield,Wednesday,1,0,0,0,0,19.4,Biryani,106
2021-01-06,Koramangala,Wednesday,1,0,0,0,0,22.8,Masala Dosa,87
2021-01-06,Marathahalli,Wednesday,1,0,0,0,0,18.9,Veg Thali,100
2021-01-06,Electronic City,Wednesday,1,0,0,0,0,22.3,Veg Thali,68
2021-01-06,HSR Layout,Wednesday,1,0,0,0,0,22.0,Veg Thali,85
2021-01-06,Koramangala,Wednesday,1,0,0,0,0,21.3,Paneer Tikka,67
2021-01-06,Electronic City,Wednesday,1,0,0,0,0,21.1,Butter Chicken,63
2021-01-06,Koramangala,Wednesday,1,0,0,0,0,19.7,Veg Thali,120
2021-01-06,MG Road,Wednesday,1,0,0,0,0,21.4,Paneer Tikka,89
2021-01-06,MG Road,Wednesday,1,0,0,0,0,19.1,Butter Chicken,106
2021-01-06,Yelahanka,Wednesday,1,0,0,0,0,22.2,Cold Coffee,32
2021-01-06,Hebbal,Wednesday,1,0,0,0,0,19.3,Paneer Tikka,54
2021-01-06,Whitefield,Wednesday,1,0,0,0,0,21.7,Gulab Jamun,28
2021-01-06,Koramangala,Wednesday,1,0,0,0,0,22.9,Cold Coffee,46
2021-01-06,MG Road,Wednesday,1,0,0,0,0,21.1,Masala Dosa,88
2021-01-06,Koramangala,Wednesday,1,0,0,0,0,19.6,Biryani,120
2021-01-06,Banashankari,Wednesday,1,0,0,0,0,21.9,Paneer Tikka,55
2021-01-06,Indiranagar,Wednesday,1,0,0,0,0,20.4,Veg Thali,103
2021-01-06,Banashankari,Wednesday,1,0,0,0,0,19.4,Biryani,92
2021-01-06,Electronic City,Wednesday,1,0,0,0,0,20.4,Gulab Jamun,26
2021-01-06,Jayanagar,Wednesday,1,0,0,0,0,20.5,Cold Coffee,34
2021-01-06,MG Road,Wednesday,1,0,0,0,0,20.3,Chicken Burger,75
2021-01-06,Rajajinagar,Wednesday,1,0,0,0,0,19.3,Chicken Burger,49
2021-01-06,Whitefield,Wednesday,1,0,0,0,0,23.1,Butter Chicken,66
2021-01-06,Marathahalli,Wednesday,1,0,0,0,0,21.5,Paneer Tikka,65
2021-01-06,Whitefield,Wednesday,1,0,0,0,0,21.4,Paneer Tikka,64
2021-01-06,Banashankari,Wednesday,1,0,0,0,0,22.3,Chicken Burger,51
2021-01-06,Jayanagar,Wednesday,1,0,0,0,0,22.4,Biryani,101
2021-01-06,HSR Layout,Wednesday,1,0,0,0,0,20.8,Biryani,110
2021-01-06,Jayanagar,Wednesday,1,0,0,0,0,17.8,Butter Chicken,66
2021-01-06,Whitefield,Wednesday,1,0,0,0,0,21.3,Cold Coffee,40
2021-01-06,Koramangala,Wednesday,1,0,0,0,0,21.1,Chicken Burger,75
2021-01-06,Hebbal,Wednesday,1,0,0,0,0,21.4,Masala Dosa,65
2021-01-06,Banashankari,Wednesday,1,0,0,0,0,20.7,Cold Coffee,35
2021-01-06,Rajajinagar,Wednesday,1,0,0,0,0,20.1,Gulab Jamun,26
2021-01-06,Electronic City,Wednesday,1,0,0,0,0,21.2,Masala Dosa,64
2021-01-06,MG Road,Wednesday,1,0,0,0,0,25.0,Veg Thali,147
2021-01-06,HSR Layout,Wednesday,1,0,0,0,0,20.8,Biryani,110
2021-01-06,Marathahalli,Wednesday,1,0,0,0,0,22.9,Butter Chicken,95
2021-01-06,Whitefield,Wednesday,1,0,0,0,0,19.3,Chicken Burger,52
2021-01-06,Yelahanka,Wednesday,1,0,0,0,0,21.1,Chicken Burger,46
2021-01-06,Electronic City,Wednesday,1,0,0,0,0,19.4,Biryani,82
2021-01-06,Hebbal,Wednesday,1,0,0,0,0,19.4,Biryani,102
2021-01-06,Rajajinagar,Wednesday,1,0,0,0,0,18.1,Paneer Tikka,50
2021-01-06,Banashankari,Wednesday,1,0,0,0,0,21.1,Veg Thali,72
2021-01-06,Jayanagar,Wednesday,1,0,0,0,0,20.1,Paneer Tikka,47
2021-01-06,Electronic City,Wednesday,1,0,0,0,0,20.8,Chicken Burger,39
2021-01-06,Koramangala,Wednesday,1,0,0,0,0,21.1,Gulab Jamun,37
2021-01-06,Electronic City,Wednesday,1,0,0,0,0,21.5,Cold Coffee,36
2021-01-06,Yelahanka,Wednesday,1,0,0,0,0,21.1,Butter Chicken,62
2021-01-07,Indiranagar,Thursday,1,0,0,0,0,22.2,Gulab Jamun,31
2021-01-07,Whitefield,Thursday,1,0,0,0,0,21.5,Cold Coffee,43
2021-01-07,Koramangala,Thursday,1,0,0,0,0,20.5,Cold Coffee,43
