date,daily_sales,avg_temp,is_holiday,is_weekend,is_summer,is_monsoon,num_outlets,num_items,day_of_week,day_of_month,month_num,quarter,week_of_year,year,is_friday,is_monday,is_december,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_30,roll_mean_7,roll_mean_14,roll_mean_30,roll_std_7,roll_max_7,roll_min_7,roll_median_7,temp_lag_1,temp_above_30
2021-02-12,3678,22.943636363636365,0,0,0,0,12,8,4,12,2,1,6,2021,1,0,0,4124.0,3026.0,3197.0,3083.0,3352.0,3702.0,3479.0,3742.714285714286,3864.214285714286,3931.6666666666665,795.2210833652309,5109.0,3026.0,3320.0,22.921666666666667,0
2021-02-13,4932,23.223214285714285,0,1,0,0,12,8,5,13,2,1,6,2021,0,0,0,3678.0,4124.0,3026.0,5109.0,4459.0,4181.0,3450.0,3827.714285714286,3887.5,3938.3,743.0398630593369,5109.0,3026.0,3678.0,22.943636363636365,0
2021-02-14,4213,23.3,0,1,0,0,12,8,6,14,2,1,6,2021,0,0,0,4932.0,3678.0,4124.0,4340.0,5436.0,4895.0,3798.0,3802.4285714285716,3921.285714285714,3987.7,693.5329497442442,4932.0,3026.0,3678.0,23.223214285714285,0
2021-02-15,3915,22.990909090909092,0,0,0,0,12,8,0,15,2,1,7,2021,0,1,0,4213.0,4932.0,3678.0,3320.0,3625.0,4273.0,3681.0,3784.285714285714,3833.9285714285716,4001.5333333333333,678.6272207640251,4932.0,3026.0,3678.0,23.3,0
2021-02-16,3601,22.941509433962267,0,0,0,0,12,8,1,16,2,1,7,2021,0,0,0,3915.0,4213.0,4932.0,3197.0,3070.0,5963.0,5089.0,3869.285714285714,3854.6428571428573,4009.3333333333335,647.3226177328979,4932.0,3026.0,3915.0,22.990909090909092,0
2021-02-17,3451,23.018,0,0,0,0,12,8,2,17,2,1,7,2021,0,0,0,3601.0,3915.0,4213.0,3026.0,3695.0,3504.0,3319.0,3927.0,3892.5714285714284,3959.733333333333,593.1346109161619,4932.0,3026.0,3915.0,22.941509433962267,0
2021-02-18,3105,22.856521739130436,0,0,0,0,12,8,3,18,2,1,7,2021,0,0,0,3451.0,3601.0,3915.0,4124.0,4263.0,3252.0,3865.0,3987.714285714286,3875.1428571428573,3964.133333333333,499.9705705624798,4932.0,3451.0,3915.0,23.018,0
2021-02-19,3927,22.831481481481482,0,0,0,0,12,8,4,19,2,1,7,2021,1,0,0,3105.0,3451.0,3601.0,3678.0,3083.0,3352.0,3473.0,3842.1428571428573,3792.4285714285716,3938.8,593.3094832017629,4932.0,3105.0,3678.0,22.856521739130436,0
2021-02-20,5586,23.012727272727272,0,1,0,0,12,8,5,20,2,1,7,2021,0,0,0,3927.0,3105.0,3451.0,4932.0,5109.0,4459.0,3927.0,3877.714285714286,3852.714285714286,3953.9333333333334,589.2788571029606,4932.0,3105.0,3915.0,22.831481481481482,0
2021-02-21,4904,22.99433962264151,0,1,0,0,12,8,6,21,2,1,7,2021,0,0,0,5586.0,3927.0,3105.0,4213.0,4340.0,5436.0,3702.0,3971.1428571428573,3886.785714285714,4009.233333333333,798.8655349038053,5586.0,3105.0,3915.0,23.012727272727272,0
2021-02-22,3499,23.41346153846154,0,0,0,0,12,8,0,22,2,1,8,2021,0,1,0,4904.0,5586.0,3927.0,3915.0,3320.0,3625.0,4181.0,4069.8571428571427,3927.0714285714284,4049.3,872.9865269237987,5586.0,3105.0,3915.0,22.99433962264151,0
2021-02-23,3806,23.549056603773582,0,0,0,0,12,8,1,23,2,1,8,2021,0,0,0,3499.0,4904.0,5586.0,3601.0,3197.0,3070.0,4895.0,4010.4285714285716,3939.8571428571427,4026.5666666666666,899.0557745291924,5586.0,3105.0,3601.0,23.41346153846154,0
2021-02-24,3936,23.071186440677966,0,0,0,0,12,8,2,24,2,1,8,2021,0,0,0,3806.0,3499.0,4904.0,3451.0,3026.0,3695.0,4273.0,4039.714285714286,3983.3571428571427,3990.266666666667,886.750944795233,5586.0,3105.0,3806.0,23.549056603773582,0
2021-02-25,4056,22.98793103448276,0,0,0,0,12,8,3,25,2,1,8,2021,0,0,0,3936.0,3806.0,3499.0,3105.0,4124.0,4263.0,5963.0,4109.0,4048.3571428571427,3979.0333333333333,851.3256329591712,5586.0,3105.0,3927.0,23.071186440677966,0
2021-02-26,3613,22.75740740740741,0,0,0,0,12,8,4,26,2,1,8,2021,1,0,0,4056.0,3936.0,3806.0,3927.0,3678.0,3083.0,3504.0,4244.857142857143,4043.5,3915.4666666666667,731.9067400908921,5586.0,3499.0,3936.0,22.98793103448276,0
2021-02-27,4042,22.543181818181818,0,1,0,0,11,8,5,27,2,1,8,2021,0,0,0,3613.0,4056.0,3936.0,5586.0,4932.0,5109.0,3252.0,4200.0,4038.8571428571427,3919.1,763.5716512984666,5586.0,3499.0,3936.0,22.75740740740741,0
2021-02-28,5391,23.28813559322034,0,1,0,0,12,8,6,28,2,1,8,2021,0,0,0,4042.0,3613.0,4056.0,4904.0,4213.0,4340.0,3352.0,3979.4285714285716,3975.285714285714,3945.4333333333334,458.55855938031755,4904.0,3499.0,3936.0,22.543181818181818,0
2021-03-01,3806,26.525862068965516,0,0,0,0,12,8,0,1,3,1,9,2021,0,1,0,5391.0,4042.0,3613.0,3499.0,3915.0,3320.0,4459.0,4049.0,4059.4285714285716,4013.4,627.8901177753953,5391.0,3499.0,3936.0,23.28813559322034,0
2021-03-02,3959,26.904918032786885,0,0,0,0,12,8,1,2,3,1,9,2021,0,0,0,3806.0,5391.0,4042.0,3806.0,3601.0,3197.0,5436.0,4092.8571428571427,4051.6428571428573,3991.633333333333,592.8126259821137,5391.0,3613.0,3936.0,26.525862068965516,0
2021-03-03,3909,27.25344827586207,0,0,0,0,12,8,2,3,3,1,9,2021,0,0,0,3959.0,3806.0,5391.0,3936.0,3451.0,3026.0,3625.0,4114.714285714285,4077.214285714286,3942.4,583.21628757712,5391.0,3613.0,3959.0,26.904918032786885,0
2021-03-04,2988,27.36086956521739,0,0,0,0,11,8,3,4,3,1,9,2021,0,0,0,3909.0,3959.0,3806.0,4056.0,3105.0,4124.0,3070.0,4110.857142857143,4109.928571428572,3951.866666666667,584.6826571088025,5391.0,3613.0,3959.0,27.25344827586207,0
2021-03-05,3139,26.88222222222222,0,0,0,0,12,8,4,5,3,1,9,2021,1,0,0,2988.0,3909.0,3959.0,3613.0,3927.0,3678.0,3695.0,3958.285714285714,4101.571428571428,3949.133333333333,724.1058196805478,5391.0,2988.0,3909.0,27.36086956521739,0
2021-03-06,4914,26.72641509433962,0,1,0,0,12,8,5,6,3,1,9,2021,0,0,0,3139.0,2988.0,3909.0,4042.0,5586.0,4932.0,4263.0,3890.5714285714284,4045.285714285714,3930.6,781.6527057337884,5391.0,2988.0,3909.0,26.88222222222222,0
2021-03-07,5125,26.998214285714287,0,1,0,0,12,8,6,7,3,1,9,2021,0,0,0,4914.0,3139.0,2988.0,5391.0,4904.0,4213.0,3083.0,4015.1428571428573,3997.285714285714,3952.3,873.8549514596093,5391.0,2988.0,3909.0,26.72641509433962,0
2021-03-08,3834,27.13103448275862,0,0,0,0,12,8,0,8,3,1,10,2021,0,1,0,5125.0,4914.0,3139.0,3806.0,3499.0,3915.0,5109.0,3977.1428571428573,4013.0714285714284,4020.366666666667,807.3027991551928,5125.0,2988.0,3909.0,26.998214285714287,0
2021-03-09,3389,27.013461538461538,0,0,0,0,12,8,1,9,3,1,10,2021,0,0,0,3834.0,5125.0,4914.0,3959.0,3806.0,3601.0,4340.0,3981.1428571428573,4037.0,3977.866666666667,806.382338714382,5125.0,2988.0,3909.0,27.13103448275862,0
2021-03-10,3839,27.025000000000002,0,0,0,0,12,8,2,10,3,1,10,2021,0,0,0,3389.0,3834.0,5125.0,3909.0,3936.0,3451.0,3320.0,3899.714285714286,4007.214285714286,3946.1666666666665,837.1821216210394,5125.0,2988.0,3834.0,27.013461538461538,0
2021-03-11,4247,27.06451612903226,0,0,0,0,12,8,3,11,3,1,10,2021,0,0,0,3839.0,3389.0,3834.0,2988.0,4056.0,3105.0,3197.0,3889.714285714286,4000.285714285714,3963.4666666666667,837.470738650156,5125.0,2988.0,3834.0,27.025000000000002,0
2021-03-12,3195,26.923404255319152,0,0,0,0,12,8,4,12,3,1,10,2021,1,0,0,4247.0,3839.0,3389.0,3139.0,3613.0,3927.0,3026.0,4069.5714285714284,4013.9285714285716,3998.4666666666667,741.2003456427639,5125.0,3139.0,3839.0,27.06451612903226,0
2021-03-13,4825,26.971698113207548,0,1,0,0,12,8,5,13,3,1,10,2021,0,0,0,3195.0,4247.0,3839.0,4914.0,4042.0,5586.0,4124.0,4077.5714285714284,3984.0714285714284,4004.1,729.6953375993886,5125.0,3195.0,3839.0,26.923404255319152,0
2021-03-14,4413,26.813725490196077,0,1,0,0,12,8,6,14,3,1,10,2021,0,0,0,4825.0,3195.0,4247.0,5125.0,5391.0,4904.0,3678.0,4064.8571428571427,4040.0,4027.4666666666667,713.2831201730555,5125.0,3195.0,3839.0,26.971698113207548,0
2021-03-15,3068,27.066666666666666,0,0,0,0,12,8,0,15,3,1,11,2021,0,1,0,4413.0,4825.0,3195.0,3834.0,3806.0,3499.0,4932.0,3963.1428571428573,3970.1428571428573,4051.9666666666667,574.0959352383039,4825.0,3195.0,3839.0,26.813725490196077,0
2021-03-16,3628,27.194117647058825,0,0,0,0,12,8,1,16,3,1,11,2021,0,0,0,3068.0,4413.0,4825.0,3389.0,3959.0,3806.0,4213.0,3853.714285714286,3917.4285714285716,3989.8333333333335,668.1189301029456,4825.0,3068.0,3839.0,27.066666666666666,0
2021-03-17,3576,27.00408163265306,0,0,0,0,12,8,2,17,3,1,11,2021,0,0,0,3628.0,3068.0,4413.0,3839.0,3909.0,3936.0,3915.0,3887.8571428571427,3893.785714285714,3970.3333333333335,646.1585018583362,4825.0,3068.0,3839.0,27.194117647058825,0
2021-03-18,3908,26.983018867924528,0,0,0,0,12,8,3,18,3,1,11,2021,0,0,0,3576.0,3628.0,3068.0,4247.0,2988.0,4056.0,3601.0,3850.285714285714,3870.0,3959.0333333333333,657.027577880288,4825.0,3068.0,3628.0,27.00408163265306,0
2021-03-19,3357,26.912,0,0,0,0,12,8,4,19,3,1,11,2021,1,0,0,3908.0,3576.0,3628.0,3195.0,3139.0,3613.0,3451.0,3801.8571428571427,3935.714285714286,3969.266666666667,635.0384315329343,4825.0,3068.0,3628.0,26.983018867924528,0
2021-03-20,5182,26.8875,0,1,0,0,12,8,5,20,3,1,11,2021,0,0,0,3357.0,3908.0,3576.0,4825.0,4914.0,4042.0,3105.0,3825.0,3951.285714285714,3966.133333333333,611.7619362682403,4825.0,3068.0,3628.0,26.912,0
2021-03-21,5596,27.30535714285714,0,1,0,0,12,8,6,21,3,1,11,2021,0,0,0,5182.0,3357.0,3908.0,4413.0,5125.0,5391.0,3927.0,3876.0,3970.4285714285716,4035.366666666667,715.1640837364994,5182.0,3068.0,3628.0,26.8875,0
2021-03-22,3827,26.923333333333336,0,0,0,0,12,8,0,22,3,1,12,2021,0,1,0,5596.0,5182.0,3357.0,3068.0,3834.0,3806.0,5586.0,4045.0,4004.0714285714284,4091.0,960.803656668035,5596.0,3068.0,3628.0,27.30535714285714,0
2021-03-23,3820,26.843859649122805,0,0,0,0,12,8,1,23,3,1,12,2021,0,0,0,3827.0,5596.0,5182.0,3628.0,3389.0,3959.0,4904.0,4153.428571428572,4003.5714285714284,4032.366666666667,870.7812310683743,5596.0,3357.0,3827.0,26.923333333333336,0
2021-03-24,3307,27.1843137254902,0,0,0,0,12,8,2,24,3,1,12,2021,0,0,0,3820.0,3827.0,5596.0,3576.0,3839.0,3909.0,3499.0,4180.857142857143,4034.3571428571427,3996.233333333333,854.3411552323876,5596.0,3357.0,3827.0,26.843859649122805,0
2021-03-25,3626,26.89607843137255,0,0,0,0,12,8,3,25,3,1,12,2021,0,0,0,3307.0,3820.0,3827.0,3908.0,4247.0,2988.0,3806.0,4142.428571428572,3996.3571428571427,3989.8333333333335,891.3313744324386,5596.0,3307.0,3827.0,27.1843137254902,0
2021-03-26,3719,27.02962962962963,0,0,0,0,12,8,4,26,3,1,12,2021,1,0,0,3626.0,3307.0,3820.0,3357.0,3195.0,3139.0,3936.0,4102.142857142857,3952.0,3983.8333333333335,909.8727802228601,5596.0,3307.0,3820.0,26.89607843137255,0
2021-03-27,4582,27.107407407407408,0,1,0,0,12,8,5,27,3,1,12,2021,0,0,0,3719.0,3626.0,3307.0,5182.0,4825.0,4914.0,4056.0,4153.857142857143,3989.4285714285716,3976.6,869.8707621578875,5596.0,3307.0,3820.0,27.02962962962963,0
2021-03-28,3816,27.23414634146341,0,1,0,0,12,8,6,28,3,1,12,2021,0,0,0,4582.0,3719.0,3626.0,5596.0,4413.0,5125.0,3613.0,4068.1428571428573,3972.0714285714284,3994.133333333333,776.1927227545643,5596.0,3307.0,3820.0,27.107407407407408,0
2021-03-29,5052,26.817021276595746,1,0,0,0,12,8,0,29,3,1,13,2021,0,1,0,3816.0,4582.0,3719.0,3827.0,3068.0,3834.0,4042.0,3813.8571428571427,3929.4285714285716,4000.9,385.454462754219,4582.0,3307.0,3816.0,27.23414634146341,0
2021-03-30,3635,27.443396226415093,0,0,0,0,12,8,1,30,3,1,13,2021,0,0,0,5052.0,3816.0,4582.0,3820.0,3628.0,3389.0,5391.0,3988.8571428571427,4071.1428571428573,4034.5666666666666,606.8911018657387,5052.0,3307.0,3816.0,26.817021276595746,0
2021-03-31,3686,27.427777777777777,0,0,0,0,12,8,2,31,3,1,13,2021,0,0,0,3635.0,5052.0,3816.0,3307.0,3576.0,3839.0,3806.0,3962.4285714285716,4071.6428571428573,3976.0333333333333,619.3698026066119,5052.0,3307.0,3719.0,27.443396226415093,0
2021-04-01,4148,29.53220338983051,0,0,1,0,12,8,3,1,4,2,13,2021,0,0,0,3686.0,3635.0,5052.0,3626.0,3908.0,4247.0,3959.0,4016.5714285714284,4079.5,3972.0333333333333,566.8656093357755,5052.0,3626.0,3719.0,27.427777777777777,0
2021-04-02,5477,29.929787234042553,1,0,1,0,12,8,4,2,4,2,13,2021,1,0,0,4148.0,3686.0,3635.0,3719.0,3357.0,3195.0,3909.0,4091.1428571428573,4096.642857142857,3978.3333333333335,540.6509744654838,5052.0,3635.0,3816.0,29.53220338983051,0
2021-04-03,5344,29.99814814814815,0,1,1,0,12,8,5,3,4,2,13,2021,0,0,0,5477.0,4148.0,3686.0,4582.0,5182.0,4825.0,2988.0,4342.285714285715,4248.071428571428,4030.6,718.1482470645641,5477.0,3635.0,4148.0,29.929787234042553,0
2021-04-04,3979,30.27111111111111,0,1,1,0,12,8,6,4,4,2,13,2021,0,0,0,5344.0,5477.0,4148.0,3816.0,5596.0,4413.0,3139.0,4451.142857142857,4259.642857142857,4109.133333333333,812.1412907804145,5477.0,3635.0,4148.0,29.99814814814815,1
2021-04-05,3476,30.003773584905662,0,0,1,0,12,8,0,5,4,2,14,2021,0,1,0,3979.0,5344.0,5477.0,5052.0,3827.0,3068.0,4914.0,4474.428571428572,4144.142857142857,4137.133333333333,793.0066954620374,5477.0,3635.0,4148.0,30.27111111111111,1
2021-04-06,3919,29.969642857142855,0,0,1,0,12,8,1,6,4,2,14,2021,0,0,0,3476.0,3979.0,5344.0,3635.0,3820.0,3628.0,5125.0,4249.285714285715,4119.071428571428,4089.2,824.7831461028043,5477.0,3476.0,3979.0,30.003773584905662,0
2021-04-07,4164,30.074074074074073,0,0,1,0,12,8,2,7,4,2,14,2021,0,0,0,3919.0,3476.0,3979.0,3686.0,3307.0,3576.0,3834.0,4289.857142857143,4126.142857142857,4049.0,796.0132805783736,5477.0,3476.0,3979.0,29.969642857142855,1
2021-04-08,3895,30.30925925925926,0,0,1,0,12,8,3,8,4,2,14,2021,0,0,0,4164.0,3919.0,3476.0,4148.0,3626.0,3908.0,3389.0,4358.142857142857,4187.357142857143,4060.0,755.0252597477415,5477.0,3476.0,4148.0,30.074074074074073,1
2021-04-09,5022,30.26140350877193,0,0,1,0,12,8,4,9,4,2,14,2021,1,0,0,3895.0,4164.0,3919.0,5477.0,3719.0,3357.0,3839.0,4322.0,4206.571428571428,4076.866666666667,772.6120199254831,5477.0,3476.0,3979.0,30.30925925925926,1
2021-04-10,5205,30.26938775510204,0,1,1,0,12,8,5,10,4,2,14,2021,0,0,0,5022.0,3895.0,4164.0,5344.0,4582.0,5182.0,4247.0,4257.0,4299.642857142857,4116.3,671.8104891510216,5344.0,3476.0,3979.0,30.26140350877193,1
2021-04-11,5375,29.974999999999998,0,1,1,0,12,8,6,11,4,2,14,2021,0,0,0,5205.0,5022.0,3895.0,3979.0,3816.0,5596.0,3195.0,4237.142857142857,4344.142857142857,4148.233333333334,635.3936912317782,5205.0,3476.0,3979.0,30.26938775510204,0
2021-04-12,3772,29.67735849056604,0,0,1,0,12,8,0,12,4,2,15,2021,0,1,0,5375.0,5205.0,5022.0,3476.0,5052.0,3827.0,4825.0,4436.571428571428,4455.5,4220.9,749.6698956080298,5375.0,3476.0,4164.0,29.974999999999998,0
2021-04-13,4287,29.90408163265306,0,0,1,0,12,8,1,13,4,2,15,2021,0,0,0,3772.0,5375.0,5205.0,3919.0,3635.0,3820.0,4413.0,4478.857142857143,4364.071428571428,4185.8,692.6363713068677,5375.0,3772.0,4164.0,29.67735849056604,0
2021-04-14,6313,29.925925925925927,1,0,1,0,12,8,2,14,4,2,15,2021,0,0,0,4287.0,3772.0,5375.0,4164.0,3686.0,3307.0,3068.0,4531.428571428572,4410.642857142857,4181.6,656.0606824430354,5375.0,3772.0,4287.0,29.90408163265306,0
2021-04-15,4166,30.144444444444442,0,0,1,0,12,8,3,15,4,2,15,2021,0,0,0,6313.0,4287.0,3772.0,3895.0,4148.0,3626.0,3628.0,4838.428571428572,4598.285714285715,4289.766666666666,909.3719182569305,6313.0,3772.0,5022.0,29.925925925925927,1
2021-04-16,4443,29.94193548387097,0,0,1,0,12,8,4,16,4,2,15,2021,1,0,0,4166.0,6313.0,4287.0,5022.0,5477.0,3719.0,3576.0,4877.142857142857,4599.571428571428,4307.7,867.3095234827146,6313.0,3772.0,5022.0,30.144444444444442,0
2021-04-17,5626,30.317241379310346,0,1,1,0,12,8,5,17,4,2,15,2021,0,0,0,4443.0,4166.0,6313.0,5205.0,5344.0,4582.0,3908.0,4794.428571428572,4525.714285714285,4336.6,878.7263239376387,6313.0,3772.0,4443.0,29.94193548387097,1
2021-04-18,4724,29.855999999999998,0,1,1,0,12,8,6,18,4,2,15,2021,0,0,0,5626.0,4443.0,4166.0,5375.0,3979.0,3816.0,3357.0,4854.571428571428,4545.857142857143,4393.866666666667,924.7145248026312,6313.0,3772.0,4443.0,30.317241379310346,0
2021-04-19,3725,30.0,0,0,1,0,12,8,0,19,4,2,16,2021,0,1,0,4724.0,5626.0,4443.0,3772.0,3476.0,5052.0,5182.0,4761.571428571428,4599.071428571428,4439.433333333333,895.9391454674562,6313.0,3772.0,4443.0,29.855999999999998,0
2021-04-20,4087,29.888,0,0,1,0,12,8,1,20,4,2,16,2021,0,0,0,3725.0,4724.0,5626.0,4287.0,3919.0,3635.0,5596.0,4754.857142857143,4616.857142857143,4390.866666666667,904.7241621200425,6313.0,3725.0,4443.0,30.0,0
2021-04-21,3163,30.184444444444445,0,0,1,0,12,8,2,21,4,2,16,2021,0,0,0,4087.0,3725.0,4724.0,6313.0,4164.0,3686.0,3827.0,4726.285714285715,4628.857142857143,4340.566666666667,924.8948975038054,6313.0,3725.0,4443.0,29.888,1
2021-04-22,3542,29.584615384615386,0,0,1,0,12,8,3,22,4,2,16,2021,0,0,0,3163.0,4087.0,3725.0,4166.0,3895.0,4148.0,3820.0,4276.285714285715,4557.357142857143,4318.433333333333,779.025398448968,5626.0,3163.0,4166.0,30.184444444444445,0
2021-04-23,3963,29.77777777777778,0,0,1,0,12,8,4,23,4,2,16,2021,1,0,0,3542.0,3163.0,4087.0,4443.0,5022.0,5477.0,3307.0,4187.142857142857,4532.142857142857,4309.166666666667,827.9161448221339,5626.0,3163.0,4087.0,29.584615384615386,0
2021-04-24,4764,29.990384615384617,0,1,1,0,12,8,5,24,4,2,16,2021,0,0,0,3963.0,3542.0,3163.0,5626.0,5205.0,5344.0,3626.0,4118.571428571428,4456.5,4331.033333333334,823.0566722372689,5626.0,3163.0,3963.0,29.77777777777778,0
2021-04-25,4774,29.537735849056602,0,1,1,0,12,8,6,25,4,2,16,2021,0,0,0,4764.0,3963.0,3542.0,4724.0,5375.0,3979.0,3719.0,3995.4285714285716,4425.0,4368.966666666666,591.9771552863788,4764.0,3163.0,3963.0,29.990384615384617,0
2021-04-26,4317,30.256363636363634,0,0,1,0,12,8,0,26,4,2,17,2021,0,1,0,4774.0,4764.0,3963.0,3725.0,3772.0,3476.0,4582.0,4002.5714285714284,4382.071428571428,4404.133333333333,602.4424888576115,4774.0,3163.0,3963.0,29.537735849056602,1
2021-04-27,3771,30.388235294117646,0,0,1,0,12,8,1,27,4,2,17,2021,0,0,0,4317.0,4774.0,4764.0,4087.0,4287.0,3919.0,3816.0,4087.1428571428573,4421.0,4395.3,598.5224664598181,4774.0,3163.0,4087.0,30.256363636363634,1
2021-04-28,2458,29.967567567567567,0,0,1,0,12,8,2,28,4,2,17,2021,0,0,0,3771.0,4317.0,4774.0,3163.0,6313.0,4164.0,5052.0,4042.0,4384.142857142857,4393.8,610.3354269033827,4774.0,3163.0,3963.0,30.388235294117646,0
2021-04-29,4236,30.02962962962963,0,0,1,0,12,8,3,29,4,2,17,2021,0,0,0,2458.0,3771.0,4317.0,3542.0,4166.0,3895.0,3635.0,3941.285714285714,4108.785714285715,4307.333333333333,806.2740878646081,4774.0,2458.0,3963.0,29.967567567567567,1
2021-04-30,4378,30.23934426229508,0,0,1,0,12,8,4,30,4,2,17,2021,1,0,0,4236.0,2458.0,3771.0,3963.0,4443.0,5022.0,3686.0,4040.4285714285716,4113.785714285715,4327.366666666667,791.5269751442167,4774.0,2458.0,4236.0,30.02962962962963,1
2021-05-01,6352,29.07741935483871,0,1,1,0,12,8,5,1,5,2,17,2021,0,0,0,4378.0,4236.0,2458.0,4764.0,5626.0,5205.0,4148.0,4099.714285714285,4109.142857142857,4350.433333333333,800.254691600476,4774.0,2458.0,4317.0,30.23934426229508,0
2021-05-02,4640,29.03478260869565,0,1,1,0,12,8,6,2,5,2,17,2021,0,0,0,6352.0,4378.0,4236.0,4774.0,4724.0,5375.0,5477.0,4326.571428571428,4161.0,4423.9,1162.8780184156408,6352.0,2458.0,4317.0,29.07741935483871,0
2021-05-03,3577,29.236,0,0,1,0,12,8,0,3,5,2,18,2021,0,1,0,4640.0,6352.0,4378.0,4317.0,3725.0,3772.0,5344.0,4307.428571428572,4155.0,4396.0,1155.3637027855286,6352.0,2458.0,4317.0,29.03478260869565,0
2021-05-04,3878,29.23888888888889,0,0,1,0,12,8,1,4,5,2,18,2021,0,0,0,3577.0,4640.0,6352.0,3771.0,4087.0,4287.0,3979.0,4201.714285714285,4144.428571428572,4337.1,1187.74277718785,6352.0,2458.0,4236.0,29.236,0
2021-05-05,3123,29.318181818181817,0,0,1,0,12,8,2,5,5,2,18,2021,0,0,0,3878.0,3577.0,4640.0,2458.0,3163.0,6313.0,3476.0,4217.0,4129.5,4333.733333333334,1181.950224558266,6352.0,2458.0,4236.0,29.23888888888889,0
2021-05-06,4304,29.425862068965518,0,0,1,0,12,8,3,6,5,2,18,2021,0,0,0,3123.0,3878.0,3577.0,4236.0,3542.0,4166.0,3919.0,4312.0,4126.642857142857,4321.966666666666,1034.5383833704136,6352.0,3123.0,4236.0,29.318181818181817,0
2021-05-07,3787,29.016,0,0,1,0,12,8,4,7,5,2,18,2021,1,0,0,4304.0,3123.0,3878.0,4378.0,3963.0,4443.0,4164.0,4321.714285714285,4181.071428571428,4334.8,1034.0249375274145,6352.0,3123.0,4304.0,29.425862068965518,0
